    (31, 2, 47, 25, 1000000000),
    (31, 2, 467, 114514, 114514), # 未解决！！！
    (31, 4, 47, 25, 1000000000),
    (31, 4, 53, 25, 1000000000),
    (31, 94, 311, 1, 1000000000),
    (31, 94, 467, 114514, 114514), # 未解决！！！
    (31, 138, 173, 3, 1000000000),
    (31, 156, 311, 1, 1000000000),
    (31, 280, 311, 1, 1000000000),
    (31, 498, 467, 114514, 114514), # 未解决！！！
    (43, 21, 59, 25, 1000000000),
    (43, 21, 101, 25, 1000000000),
    (43, 21, 107, 25, 1000000000),
    (43, 44, 107, 10, 1000000000),
    (43, 47, 107, 25, 1000000000),
    (47, 2, 439, 1, 1000000000),
    (47, 2, 499, 1, 1000000000),
    (47, 6, 439, 1, 1000000000),
    (47, 9, 269, 1, 1000000000),
    (47, 12, 239, 1, 1000000000),
    (47, 12, 439, 1, 1000000000),
    (47, 49, 59, 25, 1000000000),
    (47, 49, 409, 1, 1000000000),
    (47, 49, 439, 1, 1000000000),
    (47, 81, 73, 25, 1000000000),
    (47, 81, 83, 25, 1000000000),
    (47, 81, 383, 1, 1000000000),
    (47, 84, 19, 25, 1000000000),
    (47, 84, 59, 25, 1000000000),
    (47, 84, 83, 25, 1000000000),
    (47, 84, 89, 25, 1000000000),
    (47, 84, 107, 25, 1000000000),
    (47, 91, 31, 25, 1000000000),
    (47, 96, 59, 25, 1000000000),
    (47, 96, 487, 1, 1000000000),
    (47, 97, 59, 25, 1000000000),
    (47, 97, 269, 1, 1000000000),
    (47, 97, 487, 1, 1000000000),
    (47, 102, 59, 25, 1000000000),
    (47, 102, 487, 1, 1000000000),
    (47, 122, 31, 25, 1000000000),
    (47, 122, 439, 1, 1000000000),
    (47, 139, 409, 1, 1000000000),
    (47, 144, 439, 114514, 114514), # 未解决！！！
    (47, 145, 439, 1, 1000000000),
    (47, 147, 347, 114514, 114514), # 未解决！！！
    (47, 157, 439, 1, 1000000000),
    (47, 168, 263, 2, 1000000000),
    (47, 168, 383, 1, 1000000000),
    (47, 183, 359, 114514, 114514), # 未解决！！！
    (47, 192, 239, 1, 1000000000),
    (47, 192, 439, 1, 1000000000),
    (47, 195, 89, 1, 1000000000),
    (47, 195, 439, 1, 1000000000),
    (47, 200, 487, 1, 1000000000),
    (47, 202, 431, 1, 1000000000),
    (47, 209, 439, 1, 1000000000),
    (47, 212, 269, 1, 1000000000),
    (47, 212, 409, 1, 1000000000),
    (47, 213, 487, 1, 1000000000),
    (47, 215, 269, 1, 1000000000),
    (47, 215, 439, 1, 1000000000),
    (47, 231, 409, 1, 1000000000),
    (47, 243, 439, 1, 1000000000),
    (47, 244, 409, 2, 1000000000),
    (47, 251, 439, 1, 1000000000),
    (47, 260, 487, 1, 1000000000),
    (47, 277, 439, 114514, 114514), # 未解决！！！
    (47, 286, 359, 114514, 114514), # 未解决！！！
    (47, 290, 337, 1, 1000000000),
    (47, 294, 383, 1, 1000000000),
    (47, 296, 487, 1, 1000000000),
    (47, 297, 409, 1, 1000000000),
    (47, 300, 347, 3, 1000000000),
    (47, 310, 347, 114514, 114514), # 未解决！！！
    (47, 312, 359, 114514, 114514), # 未解决！！！
    (47, 330, 331, 114514, 114514), # 未解决！！！
    (47, 331, 383, 1, 1000000000),
    (47, 336, 409, 1, 1000000000),
    (47, 336, 439, 1, 1000000000),
    (47, 343, 487, 1, 1000000000),
    (47, 346, 347, 114514, 114514), # 未解决！！！
    (47, 350, 397, 1, 1000000000),
    (47, 378, 379, 1, 1000000000),
    (47, 379, 383, 1, 1000000000),
    (47, 383, 409, 3, 1000000000),
    (47, 384, 431, 1, 1000000000),
    (47, 384, 439, 1, 1000000000),
    (47, 386, 409, 1, 1000000000),
    (47, 390, 439, 1, 1000000000),
    (47, 392, 439, 1, 1000000000),
    (47, 397, 439, 1, 1000000000),
    (47, 410, 457, 1, 1000000000),
    (47, 411, 367, 1, 1000000000),
    (47, 412, 367, 1, 1000000000),
    (47, 412, 439, 1, 1000000000),
    (47, 413, 347, 3, 1000000000),
    (47, 426, 353, 3, 1000000000),
    (47, 427, 409, 1, 1000000000),
    (47, 430, 439, 1, 1000000000),
    (47, 431, 439, 1, 1000000000),
    (47, 440, 409, 1, 1000000000),
    (47, 440, 487, 1, 1000000000),
    (47, 447, 439, 1, 1000000000),
    (47, 455, 439, 114514, 114514), # 未解决！！！
    (47, 460, 439, 1, 1000000000),
    (47, 473, 499, 1, 1000000000),
    (47, 476, 269, 1, 1000000000),
    (47, 494, 383, 1, 1000000000),
    (53, 148, 311, 1, 1000000000),
    (53, 258, 311, 1, 1000000000),
    (59, 31, 47, 25, 1000000000),
    (59, 42, 67, 25, 1000000000),
    (59, 42, 83, 25, 1000000000),
    (59, 42, 89, 25, 1000000000),
    (59, 60, 263, 114514, 114514), # 未解决！！！
    (59, 73, 47, 25, 1000000000),
    (59, 85, 83, 10, 1000000000),
    (59, 87, 47, 25, 1000000000),
    (59, 99, 47, 25, 1000000000),
    (59, 234, 293, 114514, 114514), # 未解决！！！
    (59, 322, 263, 114514, 114514), # 未解决！！！
    (71, 288, 73, 1, 1000000000),
    (71, 458, 233, 1, 1000000000),
    (83, 7, 59, 25, 1000000000),
    (83, 11, 59, 25, 1000000000),
    (83, 18, 19, 25, 1000000000),
    (83, 21, 59, 25, 1000000000),
    (83, 29, 59, 25, 1000000000),
    (83, 30, 59, 10, 1000000000),
    (83, 33, 47, 25, 1000000000),
    (83, 33, 89, 25, 1000000000),
    (83, 33, 173, 5, 1000000000),
    (83, 40, 59, 10, 1000000000),
    (83, 51, 59, 25, 1000000000),
    (83, 61, 59, 25, 1000000000),
    (83, 78, 59, 25, 1000000000),
    (83, 78, 173, 5, 1000000000),
    (83, 84, 59, 25, 1000000000),
    (83, 84, 89, 25, 1000000000),
    (83, 84, 107, 25, 1000000000),
    (83, 85, 47, 50, 1000000000),
    (83, 90, 173, 5, 1000000000),
    (83, 93, 89, 25, 1000000000),
    (83, 94, 59, 10, 1000000000),
    (83, 95, 59, 10, 1000000000),
    (83, 106, 59, 25, 1000000000),
    (83, 110, 193, 5, 1000000000),
    (83, 114, 197, 7, 1000000000),
    (83, 118, 467, 114514, 114514), # 未解决！！！
    (83, 143, 179, 2, 1000000000),
    (83, 195, 389, 114514, 114514), # 未解决！！！
    (83, 196, 197, 2, 1000000000),
    (83, 197, 173, 1, 1000000000),
    (83, 225, 383, 114514, 114514), # 未解决！！！
    (83, 274, 467, 2, 1000000000),
    (83, 276, 383, 2, 1000000000),
    (83, 292, 179, 2, 1000000000),
    (83, 300, 383, 114514, 114514), # 未解决！！！
    (83, 314, 439, 114514, 114514), # 未解决！！！
    (83, 322, 179, 2, 1000000000),
    (83, 412, 467, 114514, 114514), # 未解决！！！
    (83, 438, 439, 2, 1000000000),
    (89, 357, 479, 1, 1000000000),
    (107, 22, 43, 8, 1000000000),
    (107, 34, 59, 25, 1000000000),
    (107, 82, 43, 25, 1000000000),
    (113, 354, 467, 114514, 114514), # 未解决！！！
    (127, 64, 389, 114514, 114514), # 未解决！！！
    (127, 262, 389, 114514, 114514), # 未解决！！！
    (131, 165, 311, 1, 1000000000),
    (131, 371, 311, 1, 1000000000),
    (131, 432, 311, 1, 1000000000),
    (137, 215, 383, 1, 1000000000),
    (137, 222, 359, 114514, 114514), # 未解决！！！
    (137, 291, 359, 114514, 114514), # 未解决！！！
    (137, 296, 383, 1, 1000000000),
    (137, 350, 263, 114514, 114514), # 未解决！！！
    (137, 492, 359, 114514, 114514), # 未解决！！！
    (149, 80, 383, 1, 1000000000),
    (149, 90, 239, 1, 1000000000),
    (149, 270, 389, 1, 1000000000),
    (149, 297, 467, 1, 1000000000),
    (149, 493, 467, 1, 1000000000),
    (157, 154, 311, 1, 1000000000),
    (167, 6, 173, 1, 1000000000),
    (167, 7, 311, 1, 1000000000),
    (167, 9, 179, 1, 1000000000),
    (167, 14, 181, 2, 1000000000),
    (167, 16, 179, 9, 1000000000),
    (167, 21, 367, 1, 1000000000),
    (167, 31, 179, 9, 1000000000),
    (167, 32, 199, 2, 1000000000),
    (167, 54, 317, 1, 1000000000),
    (167, 56, 223, 1, 1000000000),
    (167, 57, 317, 1, 1000000000),
    (167, 62, 229, 1, 1000000000),
    (167, 64, 359, 1, 1000000000),
    (167, 65, 179, 8, 1000000000),
    (167, 66, 233, 5, 1000000000),
    (167, 66, 359, 114514, 114514), # 未解决！！！
    (167, 72, 239, 1, 1000000000),
    (167, 74, 241, 2, 1000000000),
    (167, 81, 367, 1, 1000000000),
    (167, 96, 263, 1, 1000000000),
    (167, 114, 281, 1, 1000000000),
    (167, 124, 47, 3, 1000000000),
    (167, 124, 239, 1, 1000000000),
    (167, 126, 293, 1, 1000000000),
    (167, 135, 269, 1, 1000000000),
    (167, 141, 383, 1, 1000000000),
    (167, 141, 401, 1, 1000000000),
    (167, 144, 311, 1, 1000000000),
    (167, 181, 317, 1, 1000000000),
    (167, 185, 439, 114514, 114514), # 未解决！！！
    (167, 185, 479, 1, 1000000000),
    (167, 188, 173, 3, 1000000000),
    (167, 191, 179, 1, 1000000000),
    (167, 194, 173, 2, 1000000000),
    (167, 198, 199, 2, 1000000000),
    (167, 200, 367, 1, 1000000000),
    (167, 205, 317, 1, 1000000000),
    (167, 211, 173, 1, 1000000000),
    (167, 215, 241, 1, 1000000000),
    (167, 217, 317, 1, 1000000000),
    (167, 224, 467, 1, 1000000000),
    (167, 228, 317, 1, 1000000000),
    (167, 231, 179, 1, 1000000000),
    (167, 239, 359, 1, 1000000000),
    (167, 252, 239, 1, 1000000000),
    (167, 252, 317, 1, 1000000000),
    (167, 254, 421, 3, 1000000000),
    (167, 254, 479, 1, 1000000000),
    (167, 257, 131, 1, 1000000000),
    (167, 261, 173, 1, 1000000000),
    (167, 261, 467, 1, 1000000000),
    (167, 274, 239, 1, 1000000000),
    (167, 274, 359, 114514, 114514), # 未解决！！！
    (167, 282, 449, 1, 1000000000),
    (167, 282, 479, 1, 1000000000),
    (167, 283, 223, 1, 1000000000),
    (167, 283, 499, 1, 1000000000),
    (167, 291, 179, 1, 1000000000),
    (167, 294, 179, 1, 1000000000),
    (167, 299, 179, 1, 1000000000),
    (167, 300, 467, 1, 1000000000),
    (167, 304, 179, 1, 1000000000),
    (167, 309, 269, 1, 1000000000),
    (167, 314, 179, 1, 1000000000),
    (167, 314, 401, 1, 1000000000),
    (167, 340, 173, 1, 1000000000),
    (167, 342, 359, 114514, 114514), # 未解决！！！
    (167, 352, 173, 1, 1000000000),
    (167, 353, 179, 1, 1000000000),
    (167, 356, 173, 1, 1000000000),
    (167, 381, 179, 1, 1000000000),
    (167, 381, 479, 1, 1000000000),
    (167, 384, 173, 1, 1000000000),
    (167, 384, 239, 1, 1000000000),
    (167, 384, 317, 1, 1000000000),
    (167, 416, 269, 114514, 114514), # 未解决！！！
    (167, 419, 173, 1, 1000000000),
    (167, 421, 179, 1, 1000000000),
    (167, 430, 173, 1, 1000000000),
    (167, 441, 179, 1, 1000000000),
    (167, 441, 317, 1, 1000000000),
    (167, 446, 179, 1, 1000000000),
    (167, 456, 179, 1, 1000000000),
    (167, 469, 439, 114514, 114514), # 未解决！！！
    (167, 478, 179, 1, 1000000000),
    (167, 478, 241, 1, 1000000000),
    (167, 483, 269, 114514, 114514), # 未解决！！！
    (167, 488, 173, 1, 1000000000),
    (173, 41, 167, 2, 1000000000),
    (173, 90, 167, 1, 1000000000),
    (173, 92, 167, 2, 1000000000),
    (173, 118, 83, 1, 1000000000),
    (173, 159, 167, 1, 1000000000),
    (173, 233, 83, 2, 1000000000),
    (173, 269, 83, 3, 1000000000),
    (173, 269, 167, 1, 1000000000),
    (173, 333, 167, 1, 1000000000),
    (173, 360, 167, 1, 1000000000),
    (173, 377, 167, 1, 1000000000),
    (173, 468, 167, 1, 1000000000),
    (173, 497, 167, 1, 1000000000),
    (179, 3, 353, 114514, 114514), # 未解决！！！
    (179, 3, 439, 1, 1000000000),
    (179, 4, 227, 3, 1000000000),
    (179, 5, 269, 1, 1000000000),
    (179, 9, 317, 114514, 114514), # 未解决！！！
    (179, 13, 443, 1, 1000000000),
    (179, 14, 431, 1, 1000000000),
    (179, 14, 479, 114514, 114514), # 未解决！！！
    (179, 16, 443, 114514, 114514), # 未解决！！！
    (179, 19, 443, 1, 1000000000),
    (179, 20, 443, 1, 1000000000),
    (179, 22, 443, 1, 1000000000),
    (179, 25, 443, 1, 1000000000),
    (179, 36, 181, 1, 1000000000),
    (179, 41, 167, 1, 1000000000),
    (179, 45, 443, 1, 1000000000),
    (179, 49, 281, 1, 1000000000),
    (179, 49, 439, 1, 1000000000),
    (179, 51, 227, 3, 1000000000),
    (179, 51, 269, 1, 1000000000),
    (179, 51, 443, 1, 1000000000),
    (179, 55, 167, 1, 1000000000),
    (179, 55, 311, 1, 1000000000),
    (179, 60, 239, 1, 1000000000),
    (179, 64, 317, 1, 1000000000),
    (179, 64, 373, 1, 1000000000),
    (179, 70, 443, 1, 1000000000),
    (179, 71, 167, 9, 1000000000),
    (179, 72, 251, 1, 1000000000),
    (179, 74, 227, 3, 1000000000),
    (179, 88, 227, 2, 1000000000),
    (179, 90, 269, 114514, 114514), # 未解决！！！
    (179, 93, 383, 5, 1000000000),
    (179, 95, 443, 1, 1000000000),
    (179, 103, 167, 4, 1000000000),
    (179, 106, 167, 1, 1000000000),
    (179, 117, 443, 1, 1000000000),
    (179, 124, 443, 1, 1000000000),
    (179, 135, 383, 5, 1000000000),
    (179, 136, 167, 1, 1000000000),
    (179, 141, 479, 114514, 114514), # 未解决！！！
    (179, 143, 167, 1, 1000000000),
    (179, 145, 383, 1, 1000000000),
    (179, 149, 167, 9, 1000000000),
    (179, 153, 389, 1, 1000000000),
    (179, 160, 353, 114514, 114514), # 未解决！！！
    (179, 168, 347, 3, 1000000000),
    (179, 171, 383, 3, 1000000000),
    (179, 172, 479, 114514, 114514), # 未解决！！！
    (179, 175, 269, 114514, 114514), # 未解决！！！
    (179, 175, 431, 1, 1000000000),
    (179, 188, 443, 1, 1000000000),
    (179, 194, 373, 1, 1000000000),
    (179, 208, 367, 1, 1000000000),
    (179, 213, 353, 114514, 114514), # 未解决！！！
    (179, 218, 397, 2, 1000000000),
    (179, 218, 439, 1, 1000000000),
    (179, 222, 353, 6, 1000000000),
    (179, 222, 431, 1, 1000000000),
    (179, 228, 227, 3, 1000000000),
    (179, 240, 167, 1, 1000000000),
    (179, 240, 181, 1, 1000000000),
    (179, 243, 373, 1, 1000000000),
    (179, 243, 439, 1, 1000000000),
    (179, 245, 269, 1, 1000000000),
    (179, 245, 443, 1, 1000000000),
    (179, 247, 439, 1, 1000000000),
    (179, 247, 443, 1, 1000000000),
    (179, 255, 353, 114514, 114514), # 未解决！！！
    (179, 260, 227, 2, 1000000000),
    (179, 260, 439, 1, 1000000000),
    (179, 264, 443, 1, 1000000000),
    (179, 272, 269, 1, 1000000000),
    (179, 272, 383, 1, 1000000000),
    (179, 274, 443, 1, 1000000000),
    (179, 276, 167, 1, 1000000000),
    (179, 277, 167, 1, 1000000000),
    (179, 281, 269, 1, 1000000000),
    (179, 281, 431, 1, 1000000000),
    (179, 286, 167, 1, 1000000000),
    (179, 286, 443, 1, 1000000000),
    (179, 287, 239, 1, 1000000000),
    (179, 287, 443, 1, 1000000000),
    (179, 289, 383, 5, 1000000000),
    (179, 289, 443, 1, 1000000000),
    (179, 292, 167, 1, 1000000000),
    (179, 298, 311, 1, 1000000000),
    (179, 300, 479, 114514, 114514), # 未解决！！！
    (179, 304, 269, 1, 1000000000),
    (179, 304, 383, 1, 1000000000),
    (179, 309, 167, 1, 1000000000),
    (179, 312, 491, 114514, 114514), # 未解决！！！
    (179, 317, 227, 114514, 114514), # 未解决！！！
    (179, 320, 499, 114514, 114514), # 未解决！！！
    (179, 321, 443, 1, 1000000000),
    (179, 332, 167, 1, 1000000000),
    (179, 337, 479, 114514, 114514), # 未解决！！！
    (179, 340, 443, 1, 1000000000),
    (179, 347, 167, 1, 1000000000),
    (179, 351, 443, 1, 1000000000),
    (179, 352, 443, 1, 1000000000),
    (179, 356, 227, 2, 1000000000),
    (179, 356, 431, 1, 1000000000),
    (179, 363, 353, 114514, 114514), # 未解决！！！
    (179, 367, 383, 5, 1000000000),
    (179, 372, 83, 2, 1000000000),
    (179, 383, 239, 1, 1000000000),
    (179, 387, 227, 114514, 114514), # 未解决！！！
    (179, 387, 233, 3, 1000000000),
    (179, 387, 367, 1, 1000000000),
    (179, 400, 317, 4, 1000000000),
    (179, 401, 167, 1, 1000000000),
    (179, 401, 347, 3, 1000000000),
    (179, 403, 167, 1, 1000000000),
    (179, 405, 443, 1, 1000000000),
    (179, 418, 239, 1, 1000000000),
    (179, 418, 419, 2, 1000000000),
    (179, 432, 269, 114514, 114514), # 未解决！！！
    (179, 433, 443, 1, 1000000000),
    (179, 436, 167, 1, 1000000000),
    (179, 438, 269, 1, 1000000000),
    (179, 438, 439, 1, 1000000000),
    (179, 440, 317, 3, 1000000000),
    (179, 441, 353, 114514, 114514), # 未解决！！！
    (179, 446, 269, 1, 1000000000),
    (179, 446, 439, 1, 1000000000),
    (179, 447, 443, 1, 1000000000),
    (179, 448, 353, 6, 1000000000),
    (179, 452, 167, 1, 1000000000),
    (179, 453, 311, 1, 1000000000),
    (179, 453, 439, 3, 1000000000),
    (179, 454, 167, 1, 1000000000),
    (179, 455, 269, 1, 1000000000),
    (179, 460, 269, 114514, 114514), # 未解决！！！
    (179, 463, 167, 1, 1000000000),
    (179, 468, 443, 1, 1000000000),
    (179, 484, 383, 114514, 114514), # 未解决！！！
    (179, 497, 443, 1, 1000000000),
    (181, 7, 8, 1, 1000000000),
    (181, 7, 32, 1, 1000000000),
    (197, 166, 167, 1, 1000000000),
    (197, 490, 491, 1, 1000000000),
    (223, 18, 241, 1, 1000000000),
    (223, 25, 353, 1, 1000000000),
    (223, 49, 479, 1, 1000000000),
    (223, 58, 353, 1, 1000000000),
    (223, 166, 389, 114514, 114514), # 未解决！！！
    (223, 224, 479, 1, 1000000000),
    (223, 230, 479, 1, 1000000000),
    (223, 239, 479, 1, 1000000000),
    (223, 306, 353, 1, 1000000000),
    (223, 419, 479, 1, 1000000000),
    (223, 454, 239, 1, 1000000000),
    (223, 454, 479, 1, 1000000000),
    (223, 478, 479, 1, 1000000000),
    (227, 3, 263, 114514, 114514), # 未解决！！！
    (227, 9, 359, 114514, 114514), # 未解决！！！
    (227, 16, 479, 1, 1000000000),
    (227, 19, 359, 114514, 114514), # 未解决！！！
    (227, 25, 263, 114514, 114514), # 未解决！！！
    (227, 26, 263, 114514, 114514), # 未解决！！！
    (227, 28, 479, 1, 1000000000),
    (227, 30, 257, 1, 1000000000),
    (227, 33, 179, 3, 1000000000),
    (227, 34, 389, 1, 1000000000),
    (227, 36, 263, 114514, 114514), # 未解决！！！
    (227, 38, 179, 4, 1000000000),
    (227, 42, 269, 1, 1000000000),
    (227, 44, 359, 114514, 114514), # 未解决！！！
    (227, 49, 263, 114514, 114514), # 未解决！！！
    (227, 50, 277, 6, 1000000000),
    (227, 65, 263, 114514, 114514), # 未解决！！！
    (227, 69, 179, 2, 1000000000),
    (227, 69, 359, 114514, 114514), # 未解决！！！
    (227, 70, 311, 1, 1000000000),
    (227, 70, 359, 114514, 114514), # 未解决！！！
    (227, 71, 263, 114514, 114514), # 未解决！！！
    (227, 73, 311, 1, 1000000000),
    (227, 73, 317, 1, 1000000000),
    (227, 76, 467, 1, 1000000000),
    (227, 76, 479, 1, 1000000000),
    (227, 77, 263, 114514, 114514), # 未解决！！！
    (227, 79, 479, 1, 1000000000),
    (227, 90, 311, 1, 1000000000),
    (227, 90, 479, 1, 1000000000),
    (227, 100, 479, 1, 1000000000),
    (227, 101, 439, 114514, 114514), # 未解决！！！
    (227, 102, 239, 1, 1000000000),
    (227, 102, 263, 114514, 114514), # 未解决！！！
    (227, 102, 491, 5, 1000000000),
    (227, 104, 331, 1, 1000000000),
    (227, 110, 359, 114514, 114514), # 未解决！！！
    (227, 120, 347, 114514, 114514), # 未解决！！！
    (227, 120, 359, 114514, 114514), # 未解决！！！
    (227, 122, 349, 1, 1000000000),
    (227, 134, 239, 1, 1000000000),
    (227, 136, 317, 1, 1000000000),
    (227, 141, 263, 114514, 114514), # 未解决！！！
    (227, 141, 359, 114514, 114514), # 未解决！！！
    (227, 144, 317, 1, 1000000000),
    (227, 144, 479, 1, 1000000000),
    (227, 147, 263, 114514, 114514), # 未解决！！！
    (227, 159, 479, 1, 1000000000),
    (227, 171, 263, 114514, 114514), # 未解决！！！
    (227, 171, 311, 1, 1000000000),
    (227, 171, 353, 1, 1000000000),
    (227, 176, 389, 1, 1000000000),
    (227, 182, 347, 114514, 114514), # 未解决！！！
    (227, 182, 479, 1, 1000000000),
    (227, 185, 263, 114514, 114514), # 未解决！！！
    (227, 185, 479, 1, 1000000000),
    (227, 197, 269, 1, 1000000000),
    (227, 204, 431, 1, 1000000000),
    (227, 207, 317, 114514, 114514), # 未解决！！！
    (227, 207, 443, 1, 1000000000),
    (227, 210, 373, 1, 1000000000),
    (227, 214, 479, 1, 1000000000),
    (227, 222, 263, 114514, 114514), # 未解决！！！
    (227, 225, 359, 114514, 114514), # 未解决！！！
    (227, 228, 479, 1, 1000000000),
    (227, 230, 479, 1, 1000000000),
    (227, 235, 353, 1, 1000000000),
    (227, 236, 463, 5, 1000000000),
    (227, 239, 263, 114514, 114514), # 未解决！！！
    (227, 242, 241, 1, 1000000000),
    (227, 243, 479, 1, 1000000000),
    (227, 245, 389, 1, 1000000000),
    (227, 250, 317, 114514, 114514), # 未解决！！！
    (227, 250, 491, 1, 1000000000),
    (227, 251, 353, 1, 1000000000),
    (227, 253, 239, 1, 1000000000),
    (227, 254, 479, 1, 1000000000),
    (227, 255, 311, 1, 1000000000),
    (227, 255, 467, 1, 1000000000),
    (227, 255, 479, 1, 1000000000),
    (227, 256, 359, 114514, 114514), # 未解决！！！
    (227, 259, 269, 1, 1000000000),
    (227, 261, 479, 1, 1000000000),
    (227, 263, 239, 1, 1000000000),
    (227, 264, 389, 1, 1000000000),
    (227, 267, 263, 114514, 114514), # 未解决！！！
    (227, 275, 239, 1, 1000000000),
    (227, 276, 53, 1, 1000000000),
    (227, 277, 373, 1, 1000000000),
    (227, 286, 311, 1, 1000000000),
    (227, 286, 359, 114514, 114514), # 未解决！！！
    (227, 291, 179, 3, 1000000000),
    (227, 294, 179, 3, 1000000000),
    (227, 294, 467, 1, 1000000000),
    (227, 297, 229, 1, 1000000000),
    (227, 297, 263, 114514, 114514), # 未解决！！！
    (227, 297, 479, 1, 1000000000),
